Date,Comment,Sentiment,Platform,Username,Engagement_Count
2025-05-04,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,YouTube,user_retail_298,18
2025-05-04,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,YouTube,user_retail_752,56
2025-05-04,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,YouTube,user_retail_290,13
2025-05-04,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,TikTok,user_retail_988,108
2025-05-04,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,TikTok,user_retail_757,108
2025-05-04,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,X,user_retail_236,17
2025-05-04,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,X,user_retail_578,0
2025-05-04,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,Instagram,user_retail_855,43
2025-05-04,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,Instagram,user_retail_720,328
2025-05-05,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,X,user_retail_243,33
2025-05-05,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,TikTok,user_retail_969,266
2025-05-05,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,X,user_retail_591,578
2025-05-05,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,Instagram,user_retail_243,83
2025-05-05,Lewat sini pas lagi jam istirahat kantor aja.,Netral,TikTok,user_retail_825,25
2025-05-05,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,X,user_retail_112,27
2025-05-05,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,Instagram,user_retail_887,25
2025-05-05,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,Instagram,user_retail_278,553
2025-05-05,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,Instagram,user_retail_198,27
2025-05-06,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,TikTok,user_retail_720,61
2025-05-06,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,Instagram,user_retail_674,63
2025-05-06,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,TikTok,user_retail_652,439
2025-05-06,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,TikTok,user_retail_100,32
2025-05-06,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,TikTok,user_retail_478,50
2025-05-06,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,YouTube,user_retail_278,145
2025-05-06,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,YouTube,user_retail_691,423
2025-05-06,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,Instagram,user_retail_581,3
2025-05-06,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,X,user_retail_785,51
2025-05-06,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,Instagram,user_retail_314,95
2025-05-06,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,X,user_retail_106,496
2025-05-06,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,Instagram,user_retail_701,4
2025-05-07,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,X,user_retail_856,85
2025-05-07,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,Instagram,user_retail_113,202
2025-05-07,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,TikTok,user_retail_576,1
2025-05-07,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,YouTube,user_retail_433,21
2025-05-07,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,YouTube,user_retail_852,12
2025-05-07,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,Instagram,user_retail_587,134
2025-05-07,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,X,user_retail_700,45
2025-05-07,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,TikTok,user_retail_681,117
2025-05-07,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,TikTok,user_retail_949,26
2025-05-07,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,X,user_retail_514,7
2025-05-07,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,TikTok,user_retail_545,138
2025-05-07,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,TikTok,user_retail_531,88
2025-05-07,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,YouTube,user_retail_690,81
2025-05-08,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,TikTok,user_retail_643,62
2025-05-08,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,YouTube,user_retail_231,35
2025-05-08,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,X,user_retail_629,64
2025-05-08,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,Instagram,user_retail_773,9
2025-05-08,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,Instagram,user_retail_364,40
2025-05-08,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,X,user_retail_424,15
2025-05-08,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,Instagram,user_retail_231,35
2025-05-08,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,YouTube,user_retail_724,46
2025-05-08,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,X,user_retail_264,11
2025-05-09,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,Instagram,user_retail_534,6
2025-05-09,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,X,user_retail_633,189
2025-05-09,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,TikTok,user_retail_796,17
2025-05-09,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,X,user_retail_635,38
2025-05-09,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,YouTube,user_retail_510,0
2025-05-09,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,X,user_retail_573,116
2025-05-09,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,X,user_retail_653,38
2025-05-09,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,Instagram,user_retail_874,361
2025-05-09,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,Instagram,user_retail_925,1
2025-05-09,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,X,user_retail_178,74
2025-05-09,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,Instagram,user_retail_212,29
2025-05-09,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,Instagram,user_retail_571,1
2025-05-09,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,YouTube,user_retail_681,5
2025-05-09,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,YouTube,user_retail_593,25
2025-05-10,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,YouTube,user_retail_164,462
2025-05-10,Lewat sini pas lagi jam istirahat kantor aja.,Netral,YouTube,user_retail_591,28
2025-05-10,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,Instagram,user_retail_420,787
2025-05-10,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,TikTok,user_retail_667,93
2025-05-10,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,Instagram,user_retail_497,56
2025-05-10,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,TikTok,user_retail_213,10
2025-05-11,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,TikTok,user_retail_792,93
2025-05-11,Lewat sini pas lagi jam istirahat kantor aja.,Netral,YouTube,user_retail_305,39
2025-05-11,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,Instagram,user_retail_109,10
2025-05-11,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,Instagram,user_retail_249,346
2025-05-11,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,TikTok,user_retail_600,138
2025-05-12,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,Instagram,user_retail_708,705
2025-05-12,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,Instagram,user_retail_131,308
2025-05-12,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,X,user_retail_253,375
2025-05-12,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,YouTube,user_retail_318,748
2025-05-12,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,TikTok,user_retail_893,66
2025-05-12,Lewat sini pas lagi jam istirahat kantor aja.,Netral,X,user_retail_378,150
2025-05-12,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,Instagram,user_retail_708,35
2025-05-13,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,X,user_retail_370,11
2025-05-13,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,Instagram,user_retail_279,262
2025-05-13,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,Instagram,user_retail_769,84
2025-05-13,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,X,user_retail_173,171
2025-05-13,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,YouTube,user_retail_815,239
2025-05-13,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,Instagram,user_retail_766,321
2025-05-13,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,Instagram,user_retail_541,9
2025-05-13,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,Instagram,user_retail_814,24
2025-05-13,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,X,user_retail_265,66
2025-05-13,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,YouTube,user_retail_708,33
2025-05-13,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,YouTube,user_retail_988,80
2025-05-14,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,TikTok,user_retail_549,632
2025-05-14,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,Instagram,user_retail_253,85
2025-05-14,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,X,user_retail_729,254
2025-05-14,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,X,user_retail_687,427
2025-05-14,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,X,user_retail_346,68
2025-05-14,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,X,user_retail_666,89
2025-05-14,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,YouTube,user_retail_437,184
2025-05-14,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,X,user_retail_216,42
2025-05-14,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,TikTok,user_retail_440,207
2025-05-14,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,TikTok,user_retail_719,22
2025-05-14,Lewat sini pas lagi jam istirahat kantor aja.,Netral,Instagram,user_retail_628,23
2025-05-14,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,X,user_retail_373,336
2025-05-15,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,Instagram,user_retail_847,42
2025-05-15,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,Instagram,user_retail_558,247
2025-05-15,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,X,user_retail_823,70
2025-05-15,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,YouTube,user_retail_829,196
2025-05-15,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,Instagram,user_retail_247,61
2025-05-15,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,YouTube,user_retail_243,29
2025-05-15,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,Instagram,user_retail_929,157
2025-05-15,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,Instagram,user_retail_189,236
2025-05-16,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,YouTube,user_retail_479,345
2025-05-16,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,TikTok,user_retail_282,338
2025-05-16,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,Instagram,user_retail_883,102
2025-05-16,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,Instagram,user_retail_291,59
2025-05-16,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,TikTok,user_retail_345,45
2025-05-16,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,Instagram,user_retail_183,101
2025-05-16,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,TikTok,user_retail_168,10
2025-05-16,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,X,user_retail_186,13
2025-05-17,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,TikTok,user_retail_337,199
2025-05-17,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,Instagram,user_retail_496,317
2025-05-17,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,X,user_retail_834,200
2025-05-17,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,Instagram,user_retail_602,327
2025-05-17,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,X,user_retail_253,2
2025-05-17,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,X,user_retail_392,6
2025-05-17,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,Instagram,user_retail_939,131
2025-05-18,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,Instagram,user_retail_474,2
2025-05-18,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,Instagram,user_retail_393,1
2025-05-18,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,YouTube,user_retail_315,24
2025-05-18,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,X,user_retail_973,153
2025-05-18,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,X,user_retail_953,40
2025-05-18,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,TikTok,user_retail_751,33
2025-05-18,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,Instagram,user_retail_873,10
2025-05-18,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,Instagram,user_retail_296,6
2025-05-18,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,YouTube,user_retail_408,65
2025-05-19,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,X,user_retail_357,15
2025-05-19,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,X,user_retail_442,72
2025-05-19,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,Instagram,user_retail_865,18
2025-05-19,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,YouTube,user_retail_902,98
2025-05-19,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,YouTube,user_retail_993,24
2025-05-19,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,Instagram,user_retail_662,4
2025-05-19,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,TikTok,user_retail_685,185
2025-05-19,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,Instagram,user_retail_831,5
2025-05-19,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,X,user_retail_156,77
2025-05-19,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,Instagram,user_retail_124,6
2025-05-20,Lewat sini pas lagi jam istirahat kantor aja.,Netral,TikTok,user_retail_896,12
2025-05-20,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,Instagram,user_retail_354,5
2025-05-20,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,X,user_retail_629,619
2025-05-20,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,Instagram,user_retail_840,17
2025-05-20,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,Instagram,user_retail_819,19
2025-05-20,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,X,user_retail_624,311
2025-05-21,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,YouTube,user_retail_357,0
2025-05-21,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,YouTube,user_retail_303,6
2025-05-21,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,X,user_retail_643,8
2025-05-21,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,Instagram,user_retail_919,48
2025-05-21,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,TikTok,user_retail_461,32
2025-05-21,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,YouTube,user_retail_454,17
2025-05-22,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,X,user_retail_714,718
2025-05-22,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,YouTube,user_retail_411,42
2025-05-22,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,YouTube,user_retail_620,203
2025-05-22,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,X,user_retail_399,157
2025-05-22,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,TikTok,user_retail_560,6
2025-05-22,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,X,user_retail_952,168
2025-05-22,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,YouTube,user_retail_110,59
2025-05-22,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,TikTok,user_retail_167,91
2025-05-23,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,Instagram,user_retail_612,9
2025-05-23,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,X,user_retail_571,7
2025-05-23,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,X,user_retail_158,26
2025-05-23,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,Instagram,user_retail_660,113
2025-05-23,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,TikTok,user_retail_955,43
2025-05-23,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,YouTube,user_retail_960,46
2025-05-23,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,YouTube,user_retail_781,129
2025-05-23,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,X,user_retail_620,101
2025-05-23,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,YouTube,user_retail_903,948
2025-05-23,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,TikTok,user_retail_621,18
2025-05-23,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,TikTok,user_retail_777,18
2025-05-23,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,YouTube,user_retail_200,132
2025-05-23,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,Instagram,user_retail_935,49
2025-05-23,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,Instagram,user_retail_162,53
2025-05-24,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,X,user_retail_330,110
2025-05-24,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,Instagram,user_retail_424,0
2025-05-24,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,TikTok,user_retail_860,55
2025-05-24,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,YouTube,user_retail_967,62
2025-05-24,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,X,user_retail_502,18
2025-05-24,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,YouTube,user_retail_264,25
2025-05-24,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,TikTok,user_retail_345,213
2025-05-24,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,X,user_retail_853,32
2025-05-24,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,YouTube,user_retail_519,70
2025-05-24,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,TikTok,user_retail_560,99
2025-05-24,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,Instagram,user_retail_827,31
2025-05-24,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,X,user_retail_923,64
2025-05-25,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,TikTok,user_retail_471,30
2025-05-25,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,YouTube,user_retail_208,101
2025-05-25,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,TikTok,user_retail_336,35
2025-05-25,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,Instagram,user_retail_376,134
2025-05-25,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,X,user_retail_118,25
2025-05-25,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,X,user_retail_731,31
2025-05-25,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,TikTok,user_retail_632,736
2025-05-25,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,X,user_retail_244,74
2025-05-25,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,Instagram,user_retail_320,78
2025-05-25,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,YouTube,user_retail_405,0
2025-05-25,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,YouTube,user_retail_544,137
2025-05-25,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,X,user_retail_842,50
2025-05-25,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,YouTube,user_retail_227,2
2025-05-25,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,Instagram,user_retail_194,556
2025-05-26,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,X,user_retail_518,42
2025-05-26,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,YouTube,user_retail_351,13
2025-05-26,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,YouTube,user_retail_814,9
2025-05-26,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,Instagram,user_retail_156,55
2025-05-26,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,X,user_retail_295,206
2025-05-26,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,Instagram,user_retail_808,2
2025-05-26,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,TikTok,user_retail_628,11
2025-05-26,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,X,user_retail_382,84
2025-05-26,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,Instagram,user_retail_802,245
2025-05-26,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,X,user_retail_608,83
2025-05-26,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,Instagram,user_retail_470,84
2025-05-26,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,TikTok,user_retail_180,545
2025-05-27,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,TikTok,user_retail_693,14
2025-05-27,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,Instagram,user_retail_610,43
2025-05-27,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,TikTok,user_retail_865,53
